frame,material,distance,box_id,x,y,z,dx,dy,dz,heading,score,label
0,card,4m,0,0.2329638,4.0971136,0.9996784,1.9474715,3.8968842,1.4615006,6.1341915,0.9807166457176208,1
1,card,4m,0,0.23491986,4.1234193,0.99704134,1.9450078,3.8918684,1.4595903,6.1166534,0.9808253645896912,1
2,card,4m,0,0.21849158,4.1001725,1.0013802,1.9499831,3.9018931,1.4633794,6.129978,0.9802836775779724,1
3,card,4m,0,0.24845782,4.1058807,1.0008805,1.950686,3.903347,1.4639266,6.120941,0.9809946417808533,1
3,card,4m,1,0.088266134,4.1543107,0.9708384,1.9247409,3.8443782,1.4413552,6.1519394,0.6788600087165833,1
4,card,4m,0,0.2204164,4.124635,1.0001018,1.9531931,3.9081995,1.4657116,6.11294,0.9798984527587891,1
5,card,4m,0,0.24518564,4.1032796,0.9976119,1.9442928,3.8905585,1.4591241,6.1231375,0.9813608527183533,1
5,card,4m,1,0.109547794,4.1521964,0.9674504,1.9140503,3.8220437,1.4328587,6.148759,0.7136251330375671,1
6,card,4m,0,0.22677748,4.0954456,0.99887,1.9480593,3.8980007,1.4619088,6.135274,0.9803286790847778,1
7,card,4m,0,0.24254563,4.1266894,0.9977793,1.9470055,3.8958726,1.4610938,6.116008,0.9808858036994934,1
8,card,4m,0,0.25729358,4.101545,0.99645245,1.9418172,3.8855493,1.4572443,6.1335773,0.981264591217041,1
8,card,4m,1,0.098134995,4.164296,0.95631796,1.8986005,3.79185,1.4216948,6.166604,0.5443213582038879,1
9,card,4m,0,0.2363681,4.1233373,0.9967748,1.939566,3.881146,1.4555979,6.1244526,0.9818484783172607,1
10,card,4m,0,0.22958656,4.1345162,0.9990989,1.9483228,3.8984547,1.4620585,6.119089,0.9803556203842163,1
11,card,4m,0,0.23001727,4.1096745,0.99856466,1.9483671,3.898547,1.4620956,6.1207094,0.980217456817627,1
12,card,4m,0,0.2382222,4.1307087,0.99686885,1.9433695,3.888665,1.4583982,6.1191235,0.9814233183860779,1
13,card,4m,0,0.23834777,4.095103,0.99692816,1.9440702,3.8900745,1.4589396,6.1277246,0.9809437394142151,1
14,card,4m,0,0.2200756,4.135175,0.99668,1.9427238,3.8873641,1.4579111,6.1214485,0.9810974597930908,1
15,card,4m,0,0.2537585,4.128086,0.9968766,1.9429013,3.8877213,1.4580506,6.1228113,0.9814718961715698,1
15,card,4m,1,0.10792613,4.181519,0.96142924,1.9068267,3.8076634,1.4275737,6.156934,0.6311355829238892,1
16,card,4m,0,0.2834174,4.1059165,0.9945816,1.9333962,3.8688066,1.4509833,6.136758,0.9824885129928589,1
17,card,4m,0,0.23508736,4.1220355,0.9951762,1.9382728,3.8785455,1.4546161,6.1242666,0.9818664193153381,1
18,card,4m,0,0.23028931,4.1109843,0.99779606,1.9443429,3.8907049,1.459183,6.121914,0.9814505577087402,1
19,card,4m,0,0.25783598,4.097965,0.99693704,1.9437262,3.8893,1.4586447,6.135359,0.9807726144790649,1
20,mirror,4m,0,0.33867282,4.0851912,1.0504134,2.1093662,4.217459,1.581144,6.1555414,0.9457486271858215,1
21,mirror,4m,0,0.341844,4.115334,1.0493731,2.1063528,4.211188,1.5787814,6.104685,0.9430782198905945,1
22,mirror,4m,0,0.30863863,4.1255884,1.0464784,2.094979,4.1883526,1.5702918,6.068593,0.9413127899169922,1
23,mirror,4m,0,0.37508288,4.136553,1.0438092,2.0936382,4.185144,1.5690198,6.0595655,0.9388091564178467,1
24,mirror,4m,0,0.30832377,4.143512,1.0463244,2.0964901,4.1910853,1.5712721,6.0298986,0.9387218356132507,1
25,mirror,4m,0,0.32516584,4.140662,1.0473337,2.0980792,4.1941214,1.5723832,6.00605,0.9378448128700256,1
26,mirror,4m,0,0.33148122,4.140891,1.0459068,2.093857,4.1855664,1.5691898,5.996648,0.9376922249794006,1
27,mirror,4m,0,0.31901056,4.1675014,1.04723,2.094048,4.1872725,1.5698801,5.9445515,0.9364721179008484,1
28,mirror,4m,0,0.3014961,4.1548786,1.0509754,2.0978422,4.1949663,1.5727682,5.931756,0.9386444091796875,1
29,mirror,4m,0,0.32493964,4.197614,1.0508127,2.098828,4.197037,1.5735666,5.9003773,0.9411134123802185,1
30,mirror,4m,0,0.33564472,4.2264194,1.0522122,2.0988696,4.196981,1.573558,5.8943453,0.9389030933380127,1
31,mirror,4m,0,0.29552364,4.2110167,1.0488193,2.094116,4.1871448,1.5698408,5.863036,0.939294695854187,1
32,mirror,4m,0,0.30477077,4.2088494,1.035846,2.0656517,4.1289725,1.5479796,5.8712034,0.9462536573410034,1
33,mirror,4m,0,0.31855896,4.1752276,1.0410217,2.0787313,4.1548424,1.5576577,5.8720264,0.9415997862815857,1
34,mirror,4m,0,0.3059777,4.1824656,1.037293,2.0697203,4.137068,1.5510166,5.8731756,0.9446585178375244,1
35,mirror,4m,0,0.28407395,4.2079206,1.0398694,2.075305,4.1480703,1.5551122,5.8529997,0.943457841873169,1
36,mirror,4m,0,0.27993688,4.1578455,1.0154765,2.0041091,4.0082736,1.5030059,5.954504,0.9688338041305542,1
37,mirror,4m,0,0.25650257,4.195162,1.0166793,2.003876,4.0078077,1.5028248,5.947384,0.9689486622810364,1
38,mirror,4m,0,0.24974073,4.18319,1.0187144,2.0088959,4.017738,1.506545,5.9479904,0.9672598242759705,1
39,mirror,4m,0,0.28121397,4.195607,1.0171087,2.005266,4.0103726,1.503763,5.932068,0.9681168794631958,1
40,nothing,4m,0,-0.32998952,4.083746,1.0204799,2.0010521,4.002208,1.5008268,6.2934895,0.9725975394248962,1
41,nothing,4m,0,-0.32280445,4.0766563,1.0209663,2.0024116,4.0049324,1.5018537,6.294693,0.9727805852890015,1
42,nothing,4m,0,-0.3471755,4.0983334,1.0256366,2.017049,4.0337124,1.512571,6.2855625,0.9683033227920532,1
43,nothing,4m,0,-0.33031982,4.0727468,1.0182724,1.9987653,3.9976997,1.4991419,6.2958155,0.9730456471443176,1
44,nothing,4m,0,-0.33999985,4.089302,1.0216068,2.0064373,4.012857,1.504802,6.2921934,0.9715477824211121,1
45,nothing,4m,0,-0.32097208,4.079934,1.0226665,2.0060143,4.0120697,1.5045295,6.2897415,0.9724215269088745,1
46,nothing,4m,0,-0.2759951,4.0685773,1.0178624,1.9937783,3.987856,1.4954956,6.295722,0.9750728011131287,1
47,nothing,4m,0,-0.31931242,4.0962234,1.0239859,2.007851,4.0156293,1.5058454,6.290822,0.9718129634857178,1
48,nothing,4m,0,-0.31808543,4.118931,1.0221863,2.0048144,4.009434,1.5034943,6.287321,0.9712400436401367,1
49,nothing,4m,0,-0.33424023,4.0835075,1.0184133,1.9975468,3.995294,1.498256,6.2878494,0.9736300706863403,1
50,nothing,4m,0,-0.3190568,4.082137,1.0214064,2.004785,4.0095744,1.5035794,6.2923374,0.9722245335578918,1
51,nothing,4m,0,-0.3353008,4.092382,1.0192268,1.9996873,3.9994693,1.4997935,6.2934475,0.972666323184967,1
52,nothing,4m,0,-0.3016687,4.0861716,1.0180736,1.9960413,3.9921224,1.4970429,6.2796936,0.9732340574264526,1
53,nothing,4m,0,-0.3343002,4.0990605,1.0197477,2.0027263,4.005387,1.501987,6.2893744,0.9715700745582581,1
54,nothing,4m,0,-0.32885313,4.0769815,1.0229006,2.0064318,4.012922,1.5048468,6.2922564,0.9721398949623108,1
55,nothing,4m,0,-0.31792176,4.080121,1.0210001,2.0045686,4.0091887,1.5034456,6.2927876,0.9727501273155212,1
56,nothing,4m,0,-0.31745052,4.0771604,1.0206571,2.0002143,4.0006604,1.500282,6.2938213,0.9741266369819641,1
57,nothing,4m,0,-0.34522486,4.085181,1.0208957,2.003535,4.0072193,1.5027132,6.299611,0.9727044701576233,1
58,nothing,4m,0,-0.2748673,4.0794344,1.0169237,1.9929447,3.9861012,1.4948257,6.287939,0.9744532108306885,1
59,nothing,4m,0,-0.31820747,4.097964,1.0227115,2.0072784,4.014408,1.5053691,6.288845,0.9712444543838501,1
60,spot,4m,0,0.19606154,4.0922627,1.0026472,1.9521667,3.9062731,1.4650273,6.122631,0.9797607660293579,1
61,spot,4m,0,0.24072912,4.0566654,0.99944454,1.9447595,3.891579,1.4595393,6.128828,0.9811493158340454,1
61,spot,4m,1,0.091979265,4.1272297,0.96670926,1.9120874,3.8180661,1.4314641,6.1517,0.6545355916023254,1
62,spot,4m,0,0.22838682,4.0390725,0.99983406,1.9483728,3.898811,1.4622526,6.1376896,0.9807828068733215,1
62,spot,4m,1,0.09122953,4.095843,0.9763134,1.9252372,3.8456361,1.4417512,6.1582804,0.7998462319374084,1
63,spot,4m,0,0.25300848,4.041276,0.9988842,1.9452418,3.8925734,1.4599125,6.1279507,0.9814339876174927,1
63,spot,4m,1,0.3649656,3.8723373,0.9854635,1.9297544,3.8430588,1.4390186,6.17068,0.5085906386375427,1
63,spot,4m,2,0.06940904,4.1195235,0.95973754,1.9096142,3.814355,1.4302295,6.157057,0.5058779120445251,1
64,spot,4m,0,0.21023443,4.0677323,1.0016462,1.9522748,3.906566,1.4651467,6.1252327,0.9802603125572205,1
64,spot,4m,1,0.068440616,4.012023,0.9489932,1.8985803,3.7913713,1.4219012,6.1553135,0.628399670124054,1
65,spot,4m,0,0.22119819,4.055523,1.0033419,1.9559191,3.9138649,1.46789,6.1263266,0.980213463306427,1
65,spot,4m,1,0.082537115,4.1123853,0.98510563,1.9382367,3.8736236,1.4523852,6.1450787,0.8708665370941162,1
66,spot,4m,0,0.22038542,4.047059,1.0022178,1.9550974,3.912176,1.4672471,6.1256456,0.9799724221229553,1
66,spot,4m,1,0.08945295,4.108721,0.98388267,1.9351707,3.8668175,1.4497734,6.145377,0.8651561737060547,1
67,spot,4m,0,0.22333585,4.080865,0.9987744,1.9455869,3.893248,1.4601516,6.123337,0.9812725782394409,1
68,spot,4m,0,0.23553155,4.055498,0.99970996,1.9463193,3.894702,1.4607055,6.1284504,0.9811127185821533,1
68,spot,4m,1,0.09961289,4.1129475,0.9716925,1.9180994,3.8301907,1.4358997,6.1517916,0.7354671955108643,1
69,spot,4m,0,0.21021597,4.0654283,1.0020378,1.9541317,3.9101317,1.4664648,6.1254044,0.9793383479118347,1
69,spot,4m,1,0.075547755,4.025712,0.94088084,1.8911232,3.774695,1.415716,6.160636,0.5192551016807556,1
70,spot,4m,0,0.22100303,4.059172,1.0047185,1.9571106,3.9162488,1.4687889,6.128578,0.9800692796707153,1
70,spot,4m,1,0.08186731,4.113062,0.98792005,1.9436383,3.8843865,1.4564348,6.1511955,0.8600146770477295,1
71,spot,4m,0,0.23334296,4.0582,0.9994307,1.9472821,3.8965812,1.4614035,6.127305,0.9808008074760437,1
71,spot,4m,1,0.097868085,4.115594,0.9733129,1.9217087,3.8377714,1.4387357,6.1491766,0.7658587098121643,1
72,spot,4m,0,0.22122203,4.035589,1.0050212,1.9582068,3.9183989,1.4695944,6.1308203,0.9796141982078552,1
72,spot,4m,1,0.08242479,4.096858,0.9841393,1.937307,3.8707507,1.4512407,6.150198,0.8354212641716003,1
73,spot,4m,0,0.21880084,4.0815005,1.0029328,1.953511,3.908951,1.4660316,6.1291676,0.9799278974533081,1
74,spot,4m,0,0.20129631,4.088787,1.0023785,1.9537712,3.9094808,1.4662243,6.1191797,0.9797956943511963,1
74,spot,4m,1,0.069494486,4.040751,0.9432585,1.8931834,3.7793508,1.4174583,6.154892,0.5543220043182373,1
75,spot,4m,0,0.2098307,4.0738916,0.996264,1.9442438,3.8904128,1.459069,6.1334906,0.9803552627563477,1
76,spot,4m,0,0.23673531,4.03678,1.000231,1.946428,3.8950028,1.4608368,6.135103,0.9814097881317139,1
76,spot,4m,1,0.09093401,4.098281,0.9707396,1.9154685,3.8256073,1.434276,6.1566496,0.7311969995498657,1
77,spot,4m,0,0.21126942,4.0853763,1.0003223,1.9477091,3.897406,1.4617038,6.125614,0.9805444478988647,1
78,spot,4m,0,0.23268154,4.0690093,0.99938804,1.9451536,3.8923216,1.4598083,6.132262,0.9808955788612366,1
79,spot,4m,0,0.23628287,4.042257,1.0022807,1.9516089,3.9052052,1.4646416,6.1259737,0.9802538752555847,1
79,spot,4m,1,0.09206849,4.1117187,0.97268254,1.9212129,3.83608,1.4381381,6.147396,0.6890327334403992,1
80,velvet,4m,0,0.28855276,4.1266093,0.989172,1.929124,3.860182,1.4477195,6.120967,0.9825640320777893,1
81,velvet,4m,0,0.25492835,4.11265,0.9932698,1.9415045,3.8848784,1.4569676,6.123905,0.9812169075012207,1
82,velvet,4m,0,0.26819015,4.1176934,0.9927373,1.9475142,3.8965588,1.4613012,6.13861,0.9795143604278564,1
83,velvet,4m,0,0.26207882,4.1205006,0.9878001,1.9373771,3.8764586,1.4537793,6.130851,0.9808914065361023,1
84,velvet,4m,0,0.28509778,4.100008,0.9888348,1.9375515,3.8768535,1.4539435,6.1515656,0.9813176989555359,1
84,velvet,4m,1,0.37697166,3.9444904,0.97559524,1.9279963,3.8413568,1.4385607,6.1833515,0.561180591583252,1
85,velvet,4m,0,0.2471806,4.111918,0.99184895,1.943006,3.8878133,1.4580541,6.136442,0.9808555245399475,1
86,velvet,4m,0,0.30900183,4.1330595,0.9851159,1.9247189,3.8513753,1.4444098,6.1362257,0.983426570892334,1
87,velvet,4m,0,0.2775129,4.135726,0.9895106,1.9328982,3.8676484,1.4505035,6.137905,0.9821803569793701,1
88,velvet,4m,0,0.22854504,4.1398754,0.9952564,1.9460728,3.8938546,1.4603083,6.119791,0.9801148772239685,1
89,velvet,4m,0,0.25765043,4.1233416,0.9901509,1.9383473,3.8785193,1.4545711,6.1296644,0.9814172387123108,1
89,velvet,4m,1,0.10262483,4.1803746,0.9572095,1.9025728,3.7997525,1.4246689,6.1682825,0.5521065592765808,1
90,velvet,4m,0,0.24178395,4.1565027,0.9890455,1.9343368,3.8705468,1.4515772,6.1159887,0.9820151329040527,1
91,velvet,4m,0,0.23964722,4.1273704,0.9900169,1.9367911,3.8754234,1.4534082,6.1259108,0.9814599752426147,1
92,velvet,4m,0,0.2817744,4.1433706,0.9845914,1.9291812,3.860087,1.447638,6.1256657,0.9819607734680176,1
93,velvet,4m,0,0.24370606,4.1429644,0.9851515,1.9295373,3.860942,1.4479709,6.122179,0.9822049736976624,1
94,velvet,4m,0,0.26882142,4.1288075,0.9905225,1.9346437,3.8711112,1.4518018,6.134327,0.9817051887512207,1
95,velvet,4m,0,0.25374994,4.121722,0.99024695,1.9343615,3.8707066,1.4516618,6.1185436,0.9823218584060669,1
95,velvet,4m,1,0.11066359,4.177067,0.9598059,1.903555,3.8012252,1.4251592,6.1496677,0.6354787349700928,1
96,velvet,4m,0,0.27861267,4.123499,0.9882723,1.9313731,3.8645608,1.449343,6.1354446,0.9819121360778809,1
97,velvet,4m,0,0.2839356,4.1322827,0.9895294,1.9290645,3.860073,1.4476793,6.1305227,0.9827976226806641,1
98,velvet,4m,0,0.2754448,4.125584,0.98962295,1.9301596,3.862227,1.4484818,6.130583,0.9824200868606567,1
99,velvet,4m,0,0.28789422,4.1237187,0.9885987,1.9255617,3.8531027,1.445075,6.136754,0.9830688238143921,1
0,card,7m,0,0.5156205,7.792426,0.8785624,2.0114212,4.0228596,1.5084271,6.2797546,0.9704110622406006,1
1,card,7m,0,0.52033925,7.780715,0.88217556,2.0138893,4.027876,1.5103601,6.279395,0.9703806638717651,1
2,card,7m,0,0.5266184,7.799192,0.8807899,2.011455,4.0231004,1.5085685,6.2797003,0.970793604850769,1
3,card,7m,0,0.5058898,7.795084,0.88299716,2.0208516,4.041761,1.5155182,6.267926,0.9700204730033875,1
4,card,7m,0,0.50123644,7.773702,0.87950164,2.0097075,4.0193696,1.5071365,6.270109,0.9705207943916321,1
5,card,7m,0,0.49512154,7.7634735,0.88358,2.0198922,4.0397263,1.5147607,6.2692633,0.9700776934623718,1
6,card,7m,0,0.53361464,7.776386,0.8806882,2.0121093,4.0244536,1.5090641,6.272134,0.9716476202011108,1
7,card,7m,0,0.5102482,7.7734847,0.88419485,2.0209887,4.0420656,1.5156586,6.28053,0.9704253673553467,1
8,card,7m,0,0.51915836,7.762311,0.8826876,2.020653,4.041396,1.5153809,6.2840195,0.9708974361419678,1
9,card,7m,0,0.5072525,7.798668,0.87958723,2.0098498,4.019776,1.5073051,6.2776213,0.9706169962882996,1
10,card,7m,0,0.50686204,7.788436,0.8850491,2.0195806,4.0395308,1.5147488,6.273247,0.972057580947876,1
11,card,7m,0,0.50957465,7.7777195,0.885517,2.0219872,4.044247,1.516497,6.2675276,0.971459150314331,1
12,card,7m,0,0.5096241,7.807785,0.88292897,2.015723,4.031596,1.5117556,6.2685614,0.9702281355857849,1
13,card,7m,0,0.5280104,7.7730803,0.87889624,2.0113335,4.022692,1.5083663,6.275833,0.97060227394104,1
14,card,7m,0,0.503846,7.808967,0.8800182,2.0110066,4.022124,1.5081829,6.2643785,0.9706327319145203,1
15,card,7m,0,0.5204531,7.785571,0.8760914,2.003629,4.0072703,1.5025889,6.264843,0.9709049463272095,1
16,card,7m,0,0.5323717,7.773802,0.8805274,2.0084653,4.017236,1.5063847,6.270134,0.9722536206245422,1
17,card,7m,0,0.5126005,7.7913737,0.88220465,2.0161827,4.032503,1.5120771,6.2723875,0.9706383347511292,1
18,card,7m,0,0.51749957,7.8056717,0.88100594,2.0133243,4.0269403,1.5100024,6.279333,0.9716305136680603,1
19,card,7m,0,0.51866513,7.8044868,0.880838,2.013716,4.027509,1.5101986,6.2760878,0.9699515104293823,1
20,mirror,7m,0,0.47949195,7.7769446,0.8532372,1.9333007,3.8673677,1.45063,6.2228136,0.9818763136863708,1
20,mirror,7m,1,0.7387553,10.752538,0.87347627,1.9687446,3.943271,1.479287,6.2289906,0.9765094518661499,1
21,mirror,7m,0,0.4251869,7.804572,0.8486798,1.9233454,3.8474724,1.443162,6.221899,0.9814249277114868,1
21,mirror,7m,1,0.71666753,10.76,0.87036496,1.9608123,3.92625,1.472754,6.2058344,0.9752584099769592,1
21,mirror,7m,2,0.86787975,10.946408,0.8248759,1.8939484,3.769078,1.4115095,6.2136154,0.5839676856994629,1
22,mirror,7m,0,0.49591655,7.802388,0.85458744,1.9401327,3.8807056,1.4555858,6.197054,0.981369137763977,1
22,mirror,7m,1,0.74856776,10.747634,0.8757415,1.9782766,3.962772,1.486642,6.238106,0.9748554825782776,1
23,mirror,7m,0,0.4831566,7.7938843,0.8458077,1.9197713,3.8401408,1.4403973,6.203435,0.9824467897415161,1
23,mirror,7m,1,0.7111547,10.765649,0.8721497,1.9695727,3.9438946,1.4793593,6.213728,0.9744558334350586,1
23,mirror,7m,2,0.8660212,10.94066,0.8243023,1.895935,3.77291,1.4129329,6.221286,0.5824553370475769,1
24,mirror,7m,0,0.46937963,7.781636,0.84964824,1.9257848,3.8523476,1.4449971,6.227004,0.9817730784416199,1
24,mirror,7m,1,0.7502954,10.756578,0.86923385,1.9606091,3.926889,1.4731354,6.2067003,0.9695786237716675,1
25,mirror,7m,0,0.48441035,7.8218136,0.8535679,1.9332132,3.8672578,1.4505789,6.196578,0.9825154542922974,1
25,mirror,7m,1,0.74187034,10.766128,0.87497795,1.9733305,3.952623,1.4828138,6.2254276,0.9743666648864746,1
26,mirror,7m,0,0.4843944,7.788355,0.85065943,1.9275591,3.855819,1.4462869,6.224906,0.9817919135093689,1
26,mirror,7m,1,0.7071839,10.746835,0.8737871,1.9707098,3.9462285,1.4802529,6.21352,0.9765642881393433,1
26,mirror,7m,2,0.81597686,10.90909,0.82865596,1.9066472,3.7962286,1.4218512,6.209173,0.677102267742157,1
27,mirror,7m,0,0.48121282,7.801404,0.8550959,1.9380461,3.876733,1.4541146,6.1997547,0.9816789031028748,1
27,mirror,7m,1,0.72962296,10.746087,0.87672144,1.9784423,3.9624186,1.4864297,6.231475,0.974872350692749,1
28,mirror,7m,0,0.47636,7.801093,0.8523075,1.9346178,3.8698351,1.4515305,6.208372,0.9816771745681763,1
28,mirror,7m,1,0.7508911,10.752848,0.86910146,1.9668124,3.939428,1.4778366,6.2247715,0.9652726054191589,1
29,mirror,7m,0,0.49743336,7.776712,0.8531581,1.9288944,3.858667,1.4473782,6.236125,0.9820477962493896,1
29,mirror,7m,1,0.70603275,10.75182,0.87377733,1.9676884,3.9403923,1.4781044,6.2006407,0.9762025475502014,1
29,mirror,7m,2,0.82798207,10.917036,0.8272104,1.8985614,3.7801852,1.4158826,6.2001753,0.6849080920219421,1
30,mirror,7m,0,0.48659164,7.799119,0.8565031,1.9363477,3.8734999,1.4529133,6.219736,0.9809050559997559,1
30,mirror,7m,1,0.7329208,10.76419,0.8759542,1.9745315,3.954352,1.4833906,6.2089014,0.9710786938667297,1
30,mirror,7m,2,0.82890236,10.933427,0.83417404,1.9124854,3.8097665,1.4270293,6.2155094,0.7395877838134766,1
31,mirror,7m,0,0.48749465,7.7833467,0.8506578,1.9283429,3.8573587,1.4468639,6.2075033,0.9822483062744141,1
31,mirror,7m,1,0.7475124,10.740468,0.8698218,1.9623266,3.9305823,1.4745351,6.2401505,0.9782636761665344,1
32,mirror,7m,0,0.4788509,7.8252616,0.8475379,1.9205306,3.8417857,1.441021,6.2058105,0.9825586080551147,1
32,mirror,7m,1,0.7042803,10.761917,0.8715558,1.965824,3.9362965,1.4765052,6.2175894,0.9763090014457703,1
32,mirror,7m,2,0.8794241,10.94218,0.8248582,1.8945385,3.770425,1.4119707,6.213668,0.5460514426231384,1
33,mirror,7m,0,0.47764796,7.829525,0.84653574,1.9205633,3.841711,1.4409797,6.216647,0.9820020198822021,1
33,mirror,7m,1,0.7341862,10.76405,0.86396366,1.9545574,3.9135725,1.4679837,6.17939,0.9590319991111755,1
