Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,1,0.0247544,7.46482,0.1303,7.466,2681200425,19,7.466,9,1,2681200425,1
dataset_1,1,7,0.0417355,8.54018,-0.447577,8.552,2681200451,28,8.552,12,12,2681200451,-3
dataset_1,1,9,0.0389287,7.43477,-0.129776,7.436,2681200455,30,7.436,6,14,2681200455,-1
dataset_1,1,12,0.0507024,7.44869,0.13002,7.45,2681200481,39,7.45,9,1,2681200481,1
dataset_1,1,18,0.0718138,8.57193,-0.449252,8.584,2681200506,48,8.584,8,12,2681200506,-3
dataset_1,1,20,0.0648108,7.42659,-0.129636,7.428,2681200511,50,7.428,6,14,2681200511,-1
dataset_1,1,23,0.0767853,7.45647,0.13016,7.458,2681200536,59,7.458,9,1,2681200536,1
dataset_1,1,30,0.101593,8.55965,-0.448624,8.572,2681200561,68,8.572,4,12,2681200561,-3
dataset_1,1,32,0.0906119,7.41632,-0.129462,7.418,2681200566,70,7.418,8,14,2681200566,-1
dataset_1,1,35,0.102647,7.44416,0.129951,7.446,2681200591,79,7.446,9,1,2681200591,1
dataset_1,1,42,0.118496,7.7145,-0.404348,7.726,2681200616,88,7.726,4,12,2681200616,-3
dataset_1,1,44,0.116499,7.41596,-0.129462,7.418,2681200621,90,7.418,8,14,2681200621,-1
dataset_1,1,47,0.127264,7.43978,0.129881,7.442,2681200646,98,7.442,9,1,2681200646,1
dataset_1,1,55,0.141243,7.42353,-0.129602,7.426,2681200676,109,7.426,8,14,2681200676,-1
dataset_1,1,58,0.153109,7.43329,0.129776,7.436,2681200702,118,7.436,9,1,2681200702,1
dataset_1,1,65,0.170118,7.67358,-0.402254,7.686,2681200727,127,7.686,4,12,2681200727,-3
dataset_1,1,69,0.177997,7.44274,0.129951,7.446,2681200757,137,7.446,9,1,2681200757,1
dataset_1,1,76,0.195004,7.65101,-0.401103,7.664,2681200782,146,7.664,8,12,2681200782,-3
dataset_1,1,78,0.191305,7.4044,-0.129287,7.408,2681200787,148,7.408,111,14,2681200787,-1
dataset_1,1,81,0.204086,7.44607,0.13002,7.45,2681200812,157,7.45,9,1,2681200812,1
dataset_1,1,88,0.221999,7.66027,-0.401626,7.674,2681200838,166,7.674,12,12,2681200838,-3
dataset_1,1,90,0.216915,7.39569,-0.129148,7.4,2681200842,168,7.4,109,14,2681200842,-1
dataset_1,1,93,0.231003,7.43328,0.129811,7.438,2681200868,178,7.438,9,1,2681200868,1
dataset_1,1,101,0.251312,7.69733,-0.403615,7.712,2681200893,187,7.712,8,12,2681200893,-3
dataset_1,1,103,0.243822,7.38885,-0.129043,7.394,2681200898,189,7.394,93,14,2681200898,-1
dataset_1,1,106,0.256465,7.41844,0.129567,7.424,2681200923,198,7.424,9,1,2681200923,1
dataset_1,1,113,0.276736,7.65649,-0.401521,7.672,2681200948,207,7.672,12,12,2681200948,-3
dataset_1,1,115,0.269759,7.39195,-0.129113,7.398,2681200953,209,7.398,100,14,2681200953,-1
dataset_1,1,118,0.281442,7.42754,0.129741,7.434,2681200978,217,7.434,9,1,2681200978,1
dataset_1,1,125,0.301731,7.64555,-0.400998,7.662,2681201004,226,7.662,12,12,2681201004,-3
dataset_1,1,127,0.29427,7.39102,-0.129113,7.398,2681201008,228,7.398,60,14,2681201008,-1
dataset_1,1,130,0.307037,7.41852,0.129602,7.426,2681201034,237,7.426,9,1,2681201034,1
dataset_1,1,136,0.439125,10.3052,-0.902411,10.354,2681201054,244,10.354,4,10,2681201054,-5
dataset_1,1,138,0.32876,7.65243,-0.401417,7.67,2681201059,246,7.67,12,12,2681201059,-3
dataset_1,1,140,0.319808,7.38395,-0.129008,7.392,2681201063,248,7.392,104,14,2681201063,-1
dataset_1,1,143,0.33235,7.43344,0.129881,7.442,2681201089,256,7.442,9,1,2681201089,1
dataset_1,1,149,0.493226,10.7376,-0.94041,10.79,2681201110,263,10.79,9,10,2681201110,-5
dataset_1,1,151,0.353119,7.62935,-0.400265,7.648,2681201114,265,7.648,12,12,2681201114,-3
dataset_1,1,153,0.343826,7.37286,-0.128834,7.382,2681201119,267,7.382,100,14,2681201119,-1
dataset_1,1,156,0.357911,7.42425,0.129741,7.434,2681201144,276,7.434,9,1,2681201144,1
dataset_1,1,162,0.531688,10.7557,-0.942154,10.81,2681201165,283,10.81,9,10,2681201165,-5
dataset_1,1,164,0.379649,7.62608,-0.400161,7.646,2681201169,285,7.646,12,12,2681201169,-3
dataset_1,1,166,0.369961,7.37961,-0.128973,7.39,2681201174,287,7.39,113,14,2681201174,-1
dataset_1,1,169,0.38548,7.40484,0.129427,7.416,2681201199,298,7.416,9,1,2681201199,1
dataset_1,1,175,0.570121,10.6999,-0.937447,10.756,2681201220,305,10.756,9,10,2681201220,-5
dataset_1,1,177,0.408179,7.6106,-0.399428,7.632,2681201225,307,7.632,12,12,2681201225,-3
dataset_1,1,179,0.398402,7.38013,-0.129008,7.392,2681201229,309,7.392,100,14,2681201229,-1
dataset_1,1,182,0.41188,7.41344,0.129602,7.426,2681201255,318,7.426,12,1,2681201255,1
dataset_1,1,188,0.598996,10.5486,-0.924374,10.606,2681201275,325,10.606,4,10,2681201275,-5
dataset_1,1,190,0.43554,7.62309,-0.400161,7.646,2681201280,327,7.646,12,12,2681201280,-3
dataset_1,1,192,0.424161,7.37869,-0.129008,7.392,2681201285,329,7.392,50,14,2681201285,-1
dataset_1,1,195,0.435168,7.41211,0.129602,7.426,2681201310,336,7.426,9,1,2681201310,1
dataset_1,1,201,0.632132,10.5467,-0.924374,10.606,2681201331,343,10.606,4,10,2681201331,-5
dataset_1,1,203,0.460208,7.63365,-0.400789,7.658,2681201335,345,7.658,12,12,2681201335,-3
dataset_1,1,205,0.447581,7.38132,-0.129078,7.396,2681201340,347,7.396,119,14,2681201340,-1
dataset_1,1,208,0.461535,7.41852,0.129741,7.434,2681201365,356,7.434,9,1,2681201365,1
dataset_1,1,214,0.678404,10.6936,-0.937447,10.756,2681201386,363,10.756,9,10,2681201386,-5
dataset_1,1,216,0.485961,7.61804,-0.400056,7.644,2681201391,365,7.644,12,12,2681201391,-3
dataset_1,1,218,0.472832,7.37173,-0.128938,7.388,2681201395,367,7.388,114,14,2681201395,-1
dataset_1,1,221,0.487801,7.40282,0.129497,7.42,2681201420,377,7.42,9,1,2681201420,1
dataset_1,1,227,0.716393,10.6731,-0.935878,10.738,2681201441,384,10.738,13,10,2681201441,-5
dataset_1,1,229,0.515493,7.64012,-0.401312,7.668,2681201446,386,7.668,12,12,2681201446,-3
dataset_1,1,231,0.500389,7.37792,-0.129078,7.396,2681201450,388,7.396,102,14,2681201450,-1
dataset_1,1,234,0.514054,7.40705,0.129602,7.426,2681201476,397,7.426,9,1,2681201476,1
dataset_1,1,240,0.756031,10.7043,-0.938842,10.772,2681201497,404,10.772,4,10,2681201497,-5
dataset_1,1,242,0.541169,7.62433,-0.400579,7.654,2681201501,406,7.654,12,12,2681201501,-3
dataset_1,1,244,0.526567,7.38212,-0.129183,7.402,2681201506,408,7.402,100,14,2681201506,-1
dataset_1,1,247,0.537322,7.4054,0.129602,7.426,2681201531,415,7.426,9,1,2681201531,1
dataset_1,1,253,0.766198,10.384,-0.910952,10.452,2681201552,422,10.452,4,10,2681201552,-5
dataset_1,1,255,0.563494,7.60068,-0.399428,7.632,2681201556,424,7.632,12,12,2681201556,-3
dataset_1,1,257,0.549161,7.37245,-0.129043,7.394,2681201561,426,7.394,100,14,2681201561,-1
dataset_1,1,260,0.563775,7.41146,0.129741,7.434,2681201586,435,7.434,12,1,2681201586,1
dataset_1,1,267,0.590795,7.60862,-0.399951,7.642,2681201612,444,7.642,12,12,2681201612,-3
dataset_1,1,269,0.574582,7.3665,-0.128973,7.39,2681201616,446,7.39,68,14,2681201616,-1
dataset_1,1,272,0.590935,7.40934,0.129741,7.434,2681201642,456,7.434,9,1,2681201642,1
dataset_1,1,279,0.618516,7.60442,-0.399847,7.64,2681201667,465,7.64,8,12,2681201667,-3
dataset_1,1,281,0.601089,7.35837,-0.128869,7.384,2681201672,467,7.384,101,14,2681201672,-1
dataset_1,1,284,0.616132,7.39926,0.129602,7.426,2681201697,476,7.426,9,1,2681201697,1
dataset_1,1,290,0.679757,8.04449,-0.70631,8.104,2681201718,483,8.104,4,10,2681201718,-5
dataset_1,1,292,0.648265,7.64002,-0.401835,7.678,2681201722,485,7.678,12,12,2681201722,-3
dataset_1,1,294,0.62711,7.36021,-0.128938,7.388,2681201727,487,7.388,100,14,2681201727,-1
dataset_1,1,297,0.640665,7.39718,0.129602,7.426,2681201752,495,7.426,9,1,2681201752,1
dataset_1,1,304,0.681493,7.72736,-0.406546,7.768,2681201778,504,7.768,12,12,2681201778,-3
dataset_1,1,306,0.652396,7.36805,-0.129113,7.398,2681201782,506,7.398,105,14,2681201782,-1
dataset_1,1,309,0.6672,7.40286,0.129741,7.434,2681201808,515,7.434,9,1,2681201808,1
dataset_1,1,316,0.708827,7.72891,-0.406755,7.772,2681201833,524,7.772,12,12,2681201833,-3
dataset_1,1,318,0.677561,7.35975,-0.129008,7.392,2681201838,526,7.392,100,14,2681201838,-1
dataset_1,1,321,0.694142,7.39838,0.129706,7.432,2681201863,536,7.432,9,1,2681201863,1
dataset_1,1,327,0.773387,8.13611,-0.715026,8.204,2681201884,543,8.204,4,10,2681201884,-5
dataset_1,1,329,0.812269,8.5136,-0.448205,8.564,2681201888,545,8.564,12,12,2681201888,-3
dataset_1,1,333,0.721706,7.41382,0.13002,7.45,2681201918,556,7.45,9,1,2681201918,1
dataset_1,1,340,0.769424,7.77731,-0.409581,7.826,2681201943,565,7.826,8,12,2681201943,-3
dataset_1,1,342,0.730802,7.36068,-0.129113,7.398,2681201948,567,7.398,6,14,2681201948,-1
dataset_1,1,345,0.744994,7.41152,0.13002,7.45,2681201973,574,7.45,9,1,2681201973,1
dataset_1,1,352,0.791825,7.75498,-0.408534,7.806,2681201999,583,7.806,45,12,2681201999,-3
dataset_1,1,354,0.755145,7.37029,-0.129322,7.41,2681202003,585,7.41,8,14,2681202003,-1
dataset_1,1,357,0.77086,7.40887,0.13002,7.45,2681202029,594,7.45,9,1,2681202029,1
dataset_1,1,365,0.7815,7.37357,-0.129427,7.416,2681202059,605,7.416,8,14,2681202059,-1
dataset_1,1,368,0.798428,7.42204,0.1303,7.466,2681202084,614,7.466,12,1,2681202084,1
dataset_1,1,375,0.844862,7.73934,-0.408011,7.796,2681202109,623,7.796,100,12,2681202109,-3
dataset_1,1,377,0.808105,7.37875,-0.129567,7.424,2681202114,625,7.424,6,14,2681202114,-1
dataset_1,1,380,0.824331,7.41921,0.1303,7.466,2681202139,634,7.466,9,1,2681202139,1
dataset_1,1,388,0.835653,7.39178,-0.129846,7.44,2681202169,645,7.44,6,14,2681202169,-1
dataset_1,1,391,0.852502,7.43615,0.130649,7.486,2681202195,654,7.486,9,1,2681202195,1
dataset_1,1,397,0.940773,8.11845,-0.715026,8.204,2681202215,661,8.204,4,10,2681202215,-5
dataset_1,1,399,0.893798,7.68961,-0.405708,7.752,2681202220,663,7.752,41,12,2681202220,-3
dataset_1,1,401,0.859829,7.37492,-0.129602,7.426,2681202225,665,7.426,6,14,2681202225,-1
dataset_1,1,404,0.877515,7.42519,0.130509,7.478,2681202250,674,7.478,9,1,2681202250,1
dataset_1,1,410,0.965799,8.08742,-0.712585,8.176,2681202271,681,8.176,4,10,2681202271,-5
dataset_1,1,412,0.92681,7.738,-0.40843,7.804,2681202275,683,7.804,41,12,2681202275,-3
dataset_1,1,414,0.886044,7.37584,-0.129671,7.43,2681202280,685,7.43,6,14,2681202280,-1
dataset_1,1,417,0.904395,7.43002,0.130649,7.486,2681202305,694,7.486,9,1,2681202305,1
dataset_1,1,423,0.990133,8.05236,-0.709796,8.144,2681202326,701,8.144,4,10,2681202326,-5
dataset_1,1,426,0.912767,7.38064,-0.129811,7.438,2681202335,705,7.438,6,14,2681202335,-1
dataset_1,1,429,0.934302,7.45856,0.131207,7.518,2681202361,714,7.518,9,1,2681202361,1
dataset_1,1,434,1.02174,8.07653,-0.712237,8.172,2681202381,721,8.172,4,10,2681202381,-5
dataset_1,1,436,1.0615,8.36736,-0.442029,8.446,2681202386,723,8.446,4,12,2681202386,-3
dataset_1,1,438,0.939282,7.38336,-0.129916,7.444,2681202390,725,7.444,6,14,2681202390,-1
dataset_1,1,441,0.964674,7.48897,0.131801,7.552,2681202416,734,7.552,9,1,2681202416,1
dataset_1,1,445,1.33668,10.2779,-0.906768,10.404,2681202437,741,10.404,4,10,2681202437,-5
dataset_1,1,447,1.07468,8.24082,-0.43554,8.322,2681202441,743,8.322,4,12,2681202441,-3
dataset_1,1,449,0.963753,7.37012,-0.129741,7.434,2681202446,745,7.434,8,14,2681202446,-1
dataset_1,1,452,0.992384,7.49746,0.13201,7.564,2681202471,754,7.564,6,1,2681202471,1
dataset_1,1,457,1.07968,8.08105,-0.713283,8.184,2681202492,761,8.184,4,10,2681202492,-5
dataset_1,1,459,1.10609,8.25681,-0.436587,8.342,2681202496,763,8.342,4,12,2681202496,-3
dataset_1,1,461,0.988941,7.36275,-0.129671,7.43,2681202501,765,7.43,8,14,2681202501,-1
dataset_1,1,464,1.03042,7.59122,0.13372,7.662,2681202526,773,7.662,9,1,2681202526,1
dataset_1,1,470,1.40283,10.2409,-0.904328,10.376,2681202547,780,10.376,4,10,2681202547,-5
dataset_1,1,472,1.09814,7.99587,-0.422979,8.082,2681202552,782,8.082,4,12,2681202552,-3
dataset_1,1,474,1.01553,7.37528,-0.129951,7.446,2681202556,784,7.446,8,14,2681202556,-1
dataset_1,1,477,1.06519,7.64699,0.134767,7.722,2681202582,793,7.722,72,1,2681202582,1
dataset_1,1,483,1.13521,8.07746,-0.713631,8.188,2681202602,800,8.188,4,10,2681202602,-5
dataset_1,1,485,1.11991,7.94848,-0.420676,8.038,2681202607,802,8.038,4,12,2681202607,-3
dataset_1,1,487,1.04323,7.38555,-0.130195,7.46,2681202612,804,7.46,8,14,2681202612,-1
dataset_1,1,490,1.09188,7.64323,0.134767,7.722,2681202637,813,7.722,33,1,2681202637,1
dataset_1,1,495,1.17875,8.17994,-0.723044,8.296,2681202658,820,8.296,8,10,2681202658,-5
dataset_1,1,497,1.14937,7.95638,-0.421304,8.05,2681202662,822,8.05,4,12,2681202662,-3
dataset_1,1,499,1.06986,7.3878,-0.1303,7.466,2681202667,824,7.466,8,14,2681202667,-1
dataset_1,1,502,1.11623,7.62354,0.134488,7.706,2681202692,833,7.706,30,1,2681202692,1
dataset_1,1,507,1.2006,8.13044,-0.719035,8.25,2681202713,840,8.25,4,10,2681202713,-5
dataset_1,1,509,1.14379,7.72708,-0.409372,7.822,2681202718,842,7.822,4,12,2681202718,-3
dataset_1,1,511,1.09799,7.39984,-0.130579,7.482,2681202722,844,7.482,12,14,2681202722,-1
dataset_1,1,514,1.14521,7.65362,0.135082,7.74,2681202747,851,7.74,69,1,2681202747,1
dataset_1,1,519,1.22376,8.11087,-0.71764,8.234,2681202768,858,8.234,4,10,2681202768,-5
dataset_1,1,522,1.12123,7.39636,-0.130579,7.482,2681202777,862,7.482,14,14,2681202777,-1
dataset_1,1,525,1.16889,7.62981,0.134733,7.72,2681202803,871,7.72,39,1,2681202803,1
dataset_1,1,530,1.2545,8.1223,-0.719035,8.25,2681202824,878,8.25,8,10,2681202824,-5
dataset_1,1,533,1.14919,7.40623,-0.130823,7.496,2681202833,882,7.496,10,14,2681202833,-1
dataset_1,1,540,1.28284,8.11787,-0.719035,8.25,2681202879,898,8.25,8,10,2681202879,-5
dataset_1,1,543,1.17692,7.41402,-0.131033,7.508,2681202888,902,7.508,6,14,2681202888,-1
dataset_1,1,549,1.31149,8.11531,-0.719209,8.252,2681202934,918,8.252,8,10,2681202934,-5
dataset_1,1,551,1.24888,7.7108,-0.409372,7.822,2681202939,920,7.822,4,12,2681202939,-3
dataset_1,1,553,1.20664,7.43356,-0.131452,7.532,2681202943,922,7.532,4,14,2681202943,-1
dataset_1,1,561,1.3195,7.97043,-0.423398,8.09,2681202994,940,8.09,4,12,2681202994,-3
dataset_1,1,563,1.2532,7.55358,-0.133651,7.658,2681202999,942,7.658,2,14,2681202999,-1
dataset_1,1,21058,-0.403057,8.12484,-0.426329,8.146,2681299597,35716,8.146,4,12,2681299597,-3
dataset_1,1,21060,-0.380639,7.72745,-0.135047,7.738,2681299601,35718,7.738,2,14,2681299601,-1
dataset_1,1,21069,-0.368438,7.99053,-0.419211,8.01,2681299652,35736,8.01,4,12,2681299652,-3
dataset_1,1,21070,-0.346716,7.57692,-0.132394,7.586,2681299656,35738,7.586,2,14,2681299656,-1
dataset_1,1,21077,-0.339863,7.97581,-0.418374,7.994,2681299707,35756,7.994,4,12,2681299707,-3
dataset_1,1,21079,-0.317817,7.52014,-0.131382,7.528,2681299712,35758,7.528,6,14,2681299712,-1
dataset_1,1,21082,-0.314703,7.73442,0.135117,7.742,2681299737,35767,7.742,9,1,2681299737,1
dataset_1,1,21088,-0.306868,7.84523,-0.411465,7.862,2681299762,35776,7.862,4,12,2681299762,-3
dataset_1,1,21089,-0.291178,7.51121,-0.131207,7.518,2681299767,35778,7.518,14,14,2681299767,-1
dataset_1,1,21092,-0.288595,7.75945,0.135535,7.766,2681299792,35787,7.766,84,1,2681299792,1
dataset_1,1,21097,-0.292776,8.13962,-0.712585,8.176,2681299813,35794,8.176,4,10,2681299813,-5
dataset_1,1,21099,-0.278771,7.82629,-0.410419,7.842,2681299818,35796,7.842,4,12,2681299818,-3
dataset_1,1,21101,-0.264252,7.4922,-0.130858,7.498,2681299822,35798,7.498,18,14,2681299822,-1
dataset_1,1,21104,-0.26043,7.72844,0.134977,7.734,2681299848,35807,7.734,30,1,2681299848,1
dataset_1,1,21109,-0.265138,8.16449,-0.714677,8.2,2681299868,35814,8.2,4,10,2681299868,-5
dataset_1,1,21111,-0.250424,7.79528,-0.408744,7.81,2681299873,35816,7.81,4,12,2681299873,-3
dataset_1,1,21113,-0.238034,7.49108,-0.130823,7.496,2681299878,35818,7.496,20,14,2681299878,-1
dataset_1,1,21116,-0.233089,7.7173,0.134767,7.722,2681299903,35827,7.722,24,1,2681299903,1
dataset_1,1,21122,-0.239061,8.24901,-0.721998,8.284,2681299924,35834,8.284,4,10,2681299924,-5
dataset_1,1,21124,-0.224927,7.856,-0.411884,7.87,2681299928,35836,7.87,4,12,2681299928,-3
dataset_1,1,21126,-0.211658,7.48387,-0.130684,7.488,2681299933,35838,7.488,22,14,2681299933,-1
dataset_1,1,21129,-0.207281,7.71004,0.134628,7.714,2681299958,35846,7.714,24,1,2681299958,1
dataset_1,1,21135,-0.214772,8.36926,-0.732457,8.404,2681299979,35853,8.404,4,10,2681299979,-5
dataset_1,1,21137,-0.202715,8.00844,-0.419839,8.022,2681299984,35855,8.022,4,12,2681299984,-3
dataset_1,1,21139,-0.186689,7.47853,-0.130579,7.482,2681299988,35857,7.482,22,14,2681299988,-1
dataset_1,1,21142,-0.178917,7.64874,0.133546,7.652,2681300014,35866,7.652,9,1,2681300014,1
dataset_1,1,21151,-0.160068,7.45515,-0.13016,7.458,2681300044,35877,7.458,20,14,2681300044,-1
dataset_1,1,21154,-0.150784,7.57735,0.132289,7.58,2681300069,35886,7.58,9,1,2681300069,1
dataset_1,1,21160,-0.153462,8.3731,-0.438889,8.386,2681300094,35895,8.386,4,12,2681300094,-3
dataset_1,1,21162,-0.133936,7.44966,-0.130055,7.452,2681300099,35897,7.452,16,14,2681300099,-1
dataset_1,1,21165,-0.124006,7.55783,0.13194,7.56,2681300124,35906,7.56,9,1,2681300124,1
dataset_1,1,21171,-0.123286,8.30968,-0.43554,8.322,2681300149,35915,8.322,4,12,2681300149,-3
dataset_1,1,21173,-0.107902,7.44808,-0.13002,7.45,2681300154,35917,7.45,12,14,2681300154,-1
dataset_1,1,21176,-0.0970549,7.51423,0.131172,7.516,2681300179,35926,7.516,9,1,2681300179,1
dataset_1,1,21181,-0.0954116,8.40992,-0.440773,8.422,2681300205,35935,8.422,4,12,2681300205,-3
dataset_1,1,21183,-0.0818589,7.44442,-0.129951,7.446,2681300209,35937,7.446,8,14,2681300209,-1
dataset_1,1,21186,-0.0705798,7.48853,0.130719,7.49,2681300235,35946,7.49,9,1,2681300235,1
dataset_1,1,21192,-0.0668549,8.51206,-0.446112,8.524,2681300260,35955,8.524,4,12,2681300260,-3
dataset_1,1,21194,-0.0557975,7.43466,-0.129776,7.436,2681300265,35957,7.436,8,14,2681300265,-1
dataset_1,1,21197,-0.0430864,7.48074,0.130579,7.482,2681300290,35967,7.482,9,1,2681300290,1
dataset_1,1,21202,-0.0357315,8.53022,-0.447054,8.542,2681300315,35976,8.542,8,12,2681300315,-3
dataset_1,1,21204,-0.0285554,7.43681,-0.129811,7.438,2681300320,35978,7.438,6,14,2681300320,-1
dataset_1,1,21207,-0.0169735,7.48084,0.130579,7.482,2681300345,35987,7.482,9,1,2681300345,1
dataset_1,1,21213,-0.00592878,8.49234,-0.445065,8.504,2681300371,35996,8.504,8,12,2681300371,-3
dataset_1,1,21215,-0.00258828,7.41487,-0.129427,7.416,2681300375,35998,7.416,6,14,2681300375,-1
